id,transaction_id,event_id,timestamp,value,in_seq_pos
44,11,8,2022-03-26 08:54:53.402029,,4
45,12,10,2022-02-03 08:54:54.402202,,4
46,12,4,2022-02-03 08:55:02.402202,,1
47,12,13,2022-02-03 08:54:59.402202,,2
48,12,16,2022-02-03 08:54:55.402202,,4
49,13,8,2022-03-13 08:54:55.402342,,4
50,13,6,2022-03-13 08:55:00.402342,,4
51,13,3,2022-03-13 08:54:57.402342,,2
52,14,3,2022-04-29 08:54:58.402545,,4
53,14,2,2022-04-29 08:54:58.402545,,4
54,14,8,2022-04-29 08:54:59.402545,,3
55,14,14,2022-04-29 08:54:55.402545,,3
56,14,2,2022-04-29 08:54:56.402545,,2
57,15,7,2022-05-17 08:54:55.402716,,1
58,15,15,2022-05-17 08:54:55.402716,,2
59,15,12,2022-05-17 08:54:55.402716,,1
60,15,8,2022-05-17 08:54:53.402716,,4
61,15,2,2022-05-17 08:54:59.402716,,1
62,16,10,2022-02-18 08:55:01.402988,,2
63,16,3,2022-02-18 08:55:02.402988,,2
64,16,14,2022-02-18 08:54:57.402988,,1
65,16,14,2022-02-18 08:55:01.402988,,2
66,17,11,2022-04-19 08:54:59.403146,,2
67,17,15,2022-04-19 08:54:55.403146,,2
68,17,2,2022-04-19 08:54:55.403146,,2
69,17,14,2022-04-19 08:54:56.403146,,1
70,17,11,2022-04-19 08:55:02.403146,,1
71,18,10,2022-02-26 08:54:57.403393,,2
72,18,8,2022-02-26 08:54:57.403393,,4
73,18,15,2022-02-26 08:55:00.403393,,2
74,18,16,2022-02-26 08:54:58.403393,,4
75,18,2,2022-02-26 08:54:55.403393,,3
76,19,5,2022-05-12 08:54:54.403587,,3
77,19,3,2022-05-12 08:54:56.403587,,3
78,19,3,2022-05-12 08:54:53.403587,,2
79,20,14,2022-04-02 08:54:56.403708,,1
80,20,1,2022-04-02 08:54:58.403708,,1
81,20,4,2022-04-02 08:54:54.403708,,4
82,20,15,2022-04-02 08:55:01.403708,,2
83,21,10,2022-04-26 08:54:53.403861,,4
84,21,6,2022-04-26 08:55:02.403861,,2
85,21,11,2022-04-26 08:54:59.403861,,3
86,22,6,2022-03-11 08:55:00.404057,,1
87,22,6,2022-03-11 08:54:55.404057,,2
88,22,13,2022-03-11 08:54:56.404057,,4
89,22,16,2022-03-11 08:55:01.404057,,1
90,23,3,2022-03-18 08:54:56.404210,,2
91,23,4,2022-03-18 08:55:00.404210,,1
92,23,2,2022-03-18 08:55:02.404210,,1
93,24,3,2022-04-08 08:54:58.404338,,3
94,24,5,2022-04-08 08:54:56.404338,,1
95,24,14,2022-04-08 08:55:01.404338,,2
96,24,11,2022-04-08 08:55:00.404338,,2
97,25,6,2022-03-18 08:55:00.404486,,3
98,25,6,2022-03-18 08:55:01.404486,,4
99,25,14,2022-03-18 08:54:57.404486,,1
100,25,10,2022-03-18 08:54:54.404486,,1
101,26,3,2022-04-30 08:54:58.404631,,1
102,26,14,2022-04-30 08:54:54.404631,,2
103,26,15,2022-04-30 08:55:00.404631,,3
104,26,11,2022-04-30 08:55:00.404631,,4
105,26,8,2022-04-30 08:54:59.404631,,1
106,27,4,2022-03-15 08:54:55.404809,,1
107,27,14,2022-03-15 08:54:54.404809,,3
108,27,12,2022-03-15 08:54:53.404809,,4
109,27,15,2022-03-15 08:55:02.404809,,4
110,27,13,2022-03-15 08:55:00.404809,,1
111,28,10,2022-02-22 08:55:02.404995,,3
112,28,10,2022-02-22 08:55:01.404995,,1
113,28,11,2022-02-22 08:54:55.404995,,3
114,28,9,2022-02-22 08:54:59.404995,,3
115,28,5,2022-02-22 08:54:54.404995,,1
116,29,11,2022-05-07 08:54:54.405172,,3
117,29,2,2022-05-07 08:54:55.405172,,3
118,29,6,2022-05-07 08:54:57.405172,,2
119,30,16,2022-04-06 08:54:59.405283,,1
120,30,7,2022-04-06 08:54:59.405283,,1
121,30,10,2022-04-06 08:55:00.405283,,4
122,31,5,2022-01-20 08:54:57.405479,,3
123,31,15,2022-01-20 08:55:01.405479,,4
124,31,5,2022-01-20 08:54:54.405479,,2
125,31,12,2022-01-20 08:54:54.405479,,4
126,32,14,2022-01-09 08:55:01.405626,,2
127,32,10,2022-01-09 08:55:02.405626,,1
128,32,13,2022-01-09 08:54:54.405626,,4
129,33,1,2022-05-17 08:54:53.405735,,3
130,33,9,2022-05-17 08:54:54.405735,,2
131,33,11,2022-05-17 08:55:01.405735,,2
132,33,3,2022-05-17 08:54:58.405735,,3
133,33,4,2022-05-17 08:54:54.405735,,2
134,34,4,2022-05-25 08:54:58.405903,,1
135,34,2,2022-05-25 08:54:55.405903,,4
136,34,12,2022-05-25 08:54:57.405903,,1
137,34,7,2022-05-25 08:55:01.405903,,1
138,34,8,2022-05-25 08:54:56.405903,,1
139,35,9,2022-04-25 08:55:01.406063,,1
140,35,14,2022-04-25 08:55:00.406063,,2
141,35,12,2022-04-25 08:55:01.406063,,3
142,36,8,2022-02-01 08:54:56.406180,,4
143,36,6,2022-02-01 08:54:59.406180,,2
144,36,7,2022-02-01 08:54:55.406180,,3
145,36,16,2022-02-01 08:55:02.406180,,1
146,36,4,2022-02-01 08:55:02.406180,,3
147,37,3,2022-03-27 08:55:02.406433,,3
148,37,9,2022-03-27 08:54:54.406433,,4
149,37,7,2022-03-27 08:55:01.406433,,3
150,38,5,2022-01-18 08:55:00.406548,,3
151,38,6,2022-01-18 08:55:00.406548,,1
152,38,8,2022-01-18 08:54:56.406548,,4
153,39,6,2022-04-16 08:54:58.406667,,2
154,39,12,2022-04-16 08:55:02.406667,,3
155,39,7,2022-04-16 08:54:55.406667,,2
156,39,6,2022-04-16 08:55:01.406667,,4
157,39,11,2022-04-16 08:55:00.406667,,3
158,40,16,2022-01-30 08:55:01.406832,,1
159,40,11,2022-01-30 08:54:57.406832,,4
160,40,2,2022-01-30 08:54:54.406832,,1
161,40,12,2022-01-30 08:54:53.406832,,3
162,40,15,2022-01-30 08:54:54.406832,,1
163,41,4,2022-02-19 08:54:58.406996,,4
164,41,5,2022-02-19 08:54:56.406996,,4
165,41,5,2022-02-19 08:54:58.406996,,2
166,41,9,2022-02-19 08:54:55.406996,,1
167,42,5,2022-02-22 08:54:55.407134,,3
168,42,4,2022-02-22 08:55:01.407134,,1
169,42,9,2022-02-22 08:54:55.407134,,4
170,42,12,2022-02-22 08:55:00.407134,,3
171,42,2,2022-02-22 08:54:58.407134,,1
172,43,12,2022-05-20 08:55:00.407288,,1
173,43,11,2022-05-20 08:55:01.407288,,3
174,43,7,2022-05-20 08:55:00.407288,,4
175,43,12,2022-05-20 08:54:53.407288,,2
176,44,1,2022-04-26 08:55:01.407435,,3
177,44,3,2022-04-26 08:54:59.407435,,1
178,44,12,2022-04-26 08:54:59.407435,,3
179,45,14,2022-03-13 08:55:01.407640,,2
180,45,14,2022-03-13 08:54:56.407640,,3
181,45,2,2022-03-13 08:54:53.407640,,2
182,45,4,2022-03-13 08:55:00.407640,,1
183,46,11,2022-05-18 08:54:57.407798,,1
184,46,12,2022-05-18 08:54:55.407798,,3
185,46,1,2022-05-18 08:54:56.407798,,2
186,46,14,2022-05-18 08:55:00.407798,,4
187,47,10,2022-03-22 08:54:55.407944,,4
188,47,6,2022-03-22 08:54:58.407944,,1
189,47,16,2022-03-22 08:54:58.407944,,3
190,47,5,2022-03-22 08:55:01.407944,,3
191,47,2,2022-03-22 08:55:00.407944,,4
192,48,5,2022-01-21 08:54:53.408097,,3
193,48,10,2022-01-21 08:55:02.408097,,1
194,48,6,2022-01-21 08:54:55.408097,,1
195,48,4,2022-01-21 08:54:53.408097,,2
196,48,16,2022-01-21 08:54:54.408097,,1
197,49,7,2022-03-20 08:54:53.408256,,1
198,49,10,2022-03-20 08:54:53.408256,,3
199,49,5,2022-03-20 08:54:58.408256,,3
200,49,13,2022-03-20 08:54:53.408256,,4
201,49,13,2022-03-20 08:54:56.408256,,1
202,50,1,2022-04-05 08:54:57.408416,,4
203,50,15,2022-04-05 08:54:58.408416,,3
204,50,16,2022-04-05 08:54:55.408416,,4
205,50,10,2022-04-05 08:55:00.408416,,4
206,50,14,2022-04-05 08:55:02.408416,,1
207,51,4,2022-01-27 08:54:53.408655,,4
208,51,3,2022-01-27 08:54:58.408655,,4
209,51,15,2022-01-27 08:54:57.408655,,1
210,52,5,2022-03-06 08:54:56.408776,,3
211,52,1,2022-03-06 08:54:55.408776,,4
212,52,13,2022-03-06 08:54:54.408776,,2
213,52,7,2022-03-06 08:54:55.408776,,1
214,52,14,2022-03-06 08:54:55.408776,,2
215,53,5,2022-05-14 08:54:57.409005,,4
216,53,9,2022-05-14 08:54:58.409005,,4
217,53,8,2022-05-14 08:54:53.409005,,4
218,53,5,2022-05-14 08:55:02.409005,,3
219,54,14,2022-01-19 08:55:01.409150,,1
220,54,3,2022-01-19 08:54:56.409150,,2
221,54,16,2022-01-19 08:54:53.409150,,4
222,54,2,2022-01-19 08:54:55.409150,,2
223,54,14,2022-01-19 08:54:57.409150,,3
224,55,5,2022-01-24 08:54:55.409304,,3
225,55,16,2022-01-24 08:54:56.409304,,1
226,55,15,2022-01-24 08:55:02.409304,,2
227,55,1,2022-01-24 08:54:58.409304,,1
228,55,11,2022-01-24 08:54:53.409304,,1
229,56,4,2022-03-05 08:54:55.409523,,4
230,56,3,2022-03-05 08:54:53.409523,,3
231,56,13,2022-03-05 08:55:00.409523,,2
232,56,16,2022-03-05 08:54:56.409523,,4
233,57,3,2022-01-17 08:54:53.409657,,1
234,57,5,2022-01-17 08:55:01.409657,,4
235,57,9,2022-01-17 08:54:59.409657,,4
236,57,6,2022-01-17 08:55:01.409657,,3
237,58,2,2022-02-19 08:54:59.409786,,4
238,58,2,2022-02-19 08:54:56.409786,,4
239,58,6,2022-02-19 08:54:54.409786,,4
240,59,11,2022-05-19 08:54:55.409897,,4
241,59,4,2022-05-19 08:54:56.409897,,2
242,59,11,2022-05-19 08:55:02.409897,,3
243,59,5,2022-05-19 08:54:58.409897,,4
244,60,16,2022-04-18 08:54:58.410036,,3
245,60,2,2022-04-18 08:54:58.410036,,4
246,60,8,2022-04-18 08:54:54.410036,,2
247,60,1,2022-04-18 08:54:54.410036,,3
248,61,2,2022-04-21 08:54:58.410162,,1
249,61,8,2022-04-21 08:54:59.410162,,4
250,61,13,2022-04-21 08:54:57.410162,,2
251,62,4,2022-03-18 08:54:58.410273,,4
252,62,8,2022-03-18 08:54:54.410273,,3
253,62,8,2022-03-18 08:54:59.410273,,1
254,62,2,2022-03-18 08:55:02.410273,,4
255,63,12,2022-05-19 08:55:01.410412,,3
256,63,1,2022-05-19 08:55:00.410412,,1
257,63,6,2022-05-19 08:55:00.410412,,3
258,64,8,2022-01-26 08:55:02.410517,,4
259,64,15,2022-01-26 08:54:57.410517,,2
260,64,6,2022-01-26 08:54:56.410517,,3
261,64,14,2022-01-26 08:55:02.410517,,1
262,64,6,2022-01-26 08:54:54.410517,,2
263,65,9,2022-01-26 08:54:54.410748,,3
264,65,4,2022-01-26 08:54:57.410748,,4
265,65,6,2022-01-26 08:54:55.410748,,2
266,65,13,2022-01-26 08:55:00.410748,,4
267,65,5,2022-01-26 08:54:56.410748,,3
268,66,3,2022-02-20 08:54:54.410905,,3
269,66,6,2022-02-20 08:54:58.410905,,3
270,66,15,2022-02-20 08:55:01.410905,,1
271,66,4,2022-02-20 08:54:59.410905,,4
272,66,1,2022-02-20 08:54:59.410905,,3
273,67,12,2022-01-21 08:55:01.411056,,1
274,67,8,2022-01-21 08:55:01.411056,,4
275,67,7,2022-01-21 08:54:57.411056,,1
276,67,1,2022-01-21 08:54:59.411056,,4
277,67,15,2022-01-21 08:54:56.411056,,3
278,68,1,2022-03-11 08:55:01.411214,,4
279,68,8,2022-03-11 08:54:58.411214,,2
280,68,1,2022-03-11 08:54:59.411214,,2
281,68,2,2022-03-11 08:54:57.411214,,3
282,68,9,2022-03-11 08:55:02.411214,,4
283,69,14,2022-03-10 08:54:59.411371,,1
284,69,14,2022-03-10 08:55:00.411371,,1
285,69,15,2022-03-10 08:54:55.411371,,4
286,70,9,2022-03-08 08:55:01.411483,,1
287,70,15,2022-03-08 08:54:59.411483,,2
288,70,6,2022-03-08 08:54:59.411483,,4
289,70,13,2022-03-08 08:54:58.411483,,2
290,70,13,2022-03-08 08:54:58.411483,,3
291,71,5,2022-02-09 08:54:58.411721,,4
292,71,1,2022-02-09 08:55:00.411721,,1
293,71,14,2022-02-09 08:55:00.411721,,4
294,71,8,2022-02-09 08:54:58.411721,,4
295,71,14,2022-02-09 08:54:56.411721,,2
296,72,15,2022-04-30 08:55:02.411962,,3
297,72,5,2022-04-30 08:54:57.411962,,2
298,72,6,2022-04-30 08:54:55.411962,,2
299,73,12,2022-02-19 08:55:00.412073,,2
300,73,12,2022-02-19 08:55:02.412073,,4
301,73,1,2022-02-19 08:55:00.412073,,4
302,74,5,2022-02-10 08:54:59.412257,,4
303,74,13,2022-02-10 08:55:01.412257,,3
304,74,16,2022-02-10 08:55:02.412257,,2
305,74,14,2022-02-10 08:54:53.412257,,3
306,74,9,2022-02-10 08:54:57.412257,,4
307,75,14,2022-01-26 08:55:00.412413,,3
308,75,12,2022-01-26 08:54:55.412413,,4
309,75,13,2022-01-26 08:55:00.412413,,1
310,76,16,2022-04-29 08:55:01.412527,,4
311,76,12,2022-04-29 08:54:55.412527,,2
312,76,9,2022-04-29 08:55:01.412527,,2
313,76,7,2022-04-29 08:55:02.412527,,1
314,76,5,2022-04-29 08:55:02.412527,,1
315,77,8,2022-04-29 08:54:54.412689,,2
316,77,10,2022-04-29 08:54:53.412689,,2
317,77,13,2022-04-29 08:54:59.412689,,4
318,78,9,2022-04-08 08:54:55.412795,,3
319,78,16,2022-04-08 08:55:02.412795,,4
320,78,12,2022-04-08 08:54:56.412795,,4
321,78,10,2022-04-08 08:55:00.412795,,4
322,79,9,2022-04-26 08:54:55.412930,,3
323,79,15,2022-04-26 08:54:57.412930,,2
324,79,5,2022-04-26 08:55:01.412930,,3
325,79,15,2022-04-26 08:54:56.412930,,4
326,80,14,2022-01-19 08:55:01.413144,,2
327,80,6,2022-01-19 08:54:59.413144,,2
328,80,8,2022-01-19 08:54:57.413144,,3
329,80,3,2022-01-19 08:54:54.413144,,1
330,80,15,2022-01-19 08:55:02.413144,,2
331,81,9,2022-04-28 08:54:56.413299,,1
332,81,11,2022-04-28 08:55:02.413299,,3
333,81,15,2022-04-28 08:54:53.413299,,3
334,81,16,2022-04-28 08:54:55.413299,,1
335,82,12,2022-01-13 08:54:55.413440,,3
336,82,2,2022-01-13 08:54:59.413440,,2
337,82,15,2022-01-13 08:54:54.413440,,1
338,82,5,2022-01-13 08:54:54.413440,,3
339,83,9,2022-04-16 08:55:00.413568,,2
340,83,2,2022-04-16 08:55:01.413568,,1
341,83,11,2022-04-16 08:54:55.413568,,4
342,84,12,2022-05-24 08:54:55.413671,,1
343,84,4,2022-05-24 08:54:56.413671,,3
344,84,8,2022-05-24 08:54:53.413671,,3
345,85,2,2022-03-14 08:54:54.413787,,1
346,85,14,2022-03-14 08:55:02.413787,,1
347,85,10,2022-03-14 08:54:53.413787,,1
348,85,3,2022-03-14 08:55:01.413787,,4
349,86,13,2022-01-16 08:55:01.413923,,1
350,86,2,2022-01-16 08:54:58.413923,,4
351,86,6,2022-01-16 08:54:57.413923,,4
352,86,6,2022-01-16 08:55:01.413923,,2
353,86,7,2022-01-16 08:54:53.413923,,1
354,87,14,2022-01-18 08:54:56.414078,,2
355,87,3,2022-01-18 08:55:00.414078,,1
356,87,3,2022-01-18 08:54:58.414078,,3
357,88,10,2022-02-09 08:54:53.414196,,2
358,88,8,2022-02-09 08:54:54.414196,,4
359,88,9,2022-02-09 08:54:57.414196,,2
360,88,15,2022-02-09 08:55:02.414196,,1
361,89,1,2022-05-24 08:54:59.414397,,4
362,89,9,2022-05-24 08:55:00.414397,,2
363,89,13,2022-05-24 08:54:55.414397,,1
364,90,11,2022-04-23 08:55:01.414514,,4
365,90,8,2022-04-23 08:54:54.414514,,3
366,90,10,2022-04-23 08:54:56.414514,,4
367,90,1,2022-04-23 08:54:58.414514,,4
368,90,7,2022-04-23 08:54:55.414514,,1
369,91,15,2022-05-17 08:54:55.414670,,4
370,91,4,2022-05-17 08:54:57.414670,,4
371,91,10,2022-05-17 08:54:54.414670,,3
372,91,5,2022-05-17 08:54:57.414670,,2
373,91,5,2022-05-17 08:54:57.414670,,4
374,92,4,2022-01-25 08:55:01.414819,,3
375,92,2,2022-01-25 08:55:00.414819,,3
376,92,15,2022-01-25 08:54:57.414819,,3
377,92,15,2022-01-25 08:54:57.414819,,4
378,93,11,2022-01-23 08:55:01.414958,,4
379,93,4,2022-01-23 08:54:59.414958,,1
380,93,15,2022-01-23 08:54:54.414958,,2
381,93,11,2022-01-23 08:55:02.414958,,4
382,94,9,2022-02-13 08:54:53.415157,,2
383,94,8,2022-02-13 08:54:58.415157,,1
384,94,16,2022-02-13 08:55:02.415157,,1
385,94,6,2022-02-13 08:54:58.415157,,3
386,95,14,2022-05-19 08:54:53.415298,,2
387,95,4,2022-05-19 08:54:57.415298,,4
388,95,3,2022-05-19 08:54:54.415298,,4
389,95,6,2022-05-19 08:54:54.415298,,4
390,95,1,2022-05-19 08:54:57.415298,,3
391,96,8,2022-04-03 08:55:02.415457,,1
392,96,12,2022-04-03 08:55:01.415457,,2
393,96,14,2022-04-03 08:54:56.415457,,2
394,96,7,2022-04-03 08:54:54.415457,,4
395,96,8,2022-04-03 08:54:55.415457,,1
396,97,10,2022-02-21 08:55:01.415620,,2
397,97,7,2022-02-21 08:54:54.415620,,4
398,97,2,2022-02-21 08:54:58.415620,,1
399,97,14,2022-02-21 08:55:01.415620,,4
400,98,16,2022-05-24 08:54:57.415747,,3
401,98,7,2022-05-24 08:54:54.415747,,1
402,98,8,2022-05-24 08:54:55.415747,,2
403,99,2,2022-04-23 08:55:01.415932,,3
404,99,1,2022-04-23 08:54:54.415932,,1
405,99,7,2022-04-23 08:55:02.415932,,1
406,99,15,2022-04-23 08:55:01.415932,,3
407,100,6,2022-05-22 08:54:57.416072,,2
408,100,4,2022-05-22 08:54:55.416072,,2
409,100,16,2022-05-22 08:54:54.416072,,2
410,100,5,2022-05-22 08:54:55.416072,,3
411,100,8,2022-05-22 08:54:53.416072,,2
412,101,1,2022-01-02 08:54:57.416229,,1
413,101,3,2022-01-02 08:55:02.416229,,4
414,101,15,2022-01-02 08:54:53.416229,,1
415,101,12,2022-01-02 08:55:02.416229,,2
416,101,14,2022-01-02 08:54:58.416229,,2
417,102,3,2022-05-11 08:55:01.416384,,1
418,102,11,2022-05-11 08:54:54.416384,,1
419,102,6,2022-05-11 08:54:58.416384,,1
420,102,10,2022-05-11 08:54:55.416384,,3
421,102,16,2022-05-11 08:54:53.416384,,1
422,103,6,2022-01-06 08:54:56.416536,,3
423,103,12,2022-01-06 08:54:54.416536,,3
424,103,12,2022-01-06 08:55:00.416536,,4
425,103,14,2022-01-06 08:55:02.416536,,3
426,103,14,2022-01-06 08:55:02.416536,,2
427,104,10,2022-05-08 08:55:02.416694,,4
428,104,9,2022-05-08 08:54:54.416694,,2
429,104,12,2022-05-08 08:55:01.416694,,4
430,104,5,2022-05-08 08:54:55.416694,,3
431,104,3,2022-05-08 08:54:58.416694,,2
432,105,6,2022-05-11 08:54:53.416857,,1
433,105,1,2022-05-11 08:54:53.416857,,4
434,105,10,2022-05-11 08:54:55.416857,,4
435,105,10,2022-05-11 08:55:01.416857,,4
436,105,11,2022-05-11 08:54:56.416857,,4
437,106,10,2022-02-05 08:54:53.417008,,1
438,106,5,2022-02-05 08:54:53.417008,,1
439,106,4,2022-02-05 08:54:54.417008,,3
440,107,3,2022-01-30 08:54:58.417121,,4
441,107,8,2022-01-30 08:55:01.417121,,4
442,107,16,2022-01-30 08:54:56.417121,,1
443,108,13,2022-02-02 08:54:57.417319,,1
444,108,14,2022-02-02 08:54:53.417319,,2
445,108,14,2022-02-02 08:54:53.417319,,1
446,109,4,2022-03-22 08:55:02.417439,,3
447,109,2,2022-03-22 08:54:56.417439,,4
448,109,4,2022-03-22 08:54:59.417439,,4
449,110,4,2022-01-23 08:55:02.417586,,4
450,110,16,2022-01-23 08:54:56.417586,,1
451,110,8,2022-01-23 08:54:58.417586,,1
452,110,8,2022-01-23 08:54:57.417586,,2
453,110,1,2022-01-23 08:55:02.417586,,2
454,111,11,2022-02-24 08:55:02.417740,,2
455,111,6,2022-02-24 08:55:00.417740,,3
456,111,12,2022-02-24 08:55:01.417740,,2
457,112,16,2022-04-26 08:54:53.417868,,4
458,112,3,2022-04-26 08:54:54.417868,,2
459,112,16,2022-04-26 08:55:01.417868,,1
460,112,11,2022-04-26 08:54:58.417868,,2
461,113,14,2022-01-25 08:54:58.418101,,2
462,113,12,2022-01-25 08:55:00.418101,,1
463,113,2,2022-01-25 08:55:02.418101,,4
464,113,2,2022-01-25 08:55:01.418101,,1
465,113,3,2022-01-25 08:54:57.418101,,3
466,114,7,2022-02-27 08:54:58.418265,,3
467,114,2,2022-02-27 08:54:58.418265,,2
468,114,3,2022-02-27 08:54:59.418265,,2
469,115,14,2022-02-06 08:54:58.418380,,3
470,115,14,2022-02-06 08:55:02.418380,,4
471,115,13,2022-02-06 08:55:00.418380,,1
472,116,9,2022-01-22 08:54:56.418488,,3
473,116,2,2022-01-22 08:55:02.418488,,1
474,116,16,2022-01-22 08:54:59.418488,,2
475,116,11,2022-01-22 08:55:02.418488,,1
476,116,10,2022-01-22 08:54:58.418488,,2
477,117,10,2022-05-16 08:54:59.418731,,3
478,117,4,2022-05-16 08:54:54.418731,,1
479,117,8,2022-05-16 08:54:56.418731,,3
480,117,5,2022-05-16 08:54:58.418731,,4
481,118,13,2022-01-17 08:55:00.418964,,4
482,118,9,2022-01-17 08:54:58.418964,,2
483,118,13,2022-01-17 08:54:55.418964,,4
484,119,6,2022-01-24 08:54:54.419078,,2
485,119,9,2022-01-24 08:54:58.419078,,2
486,119,15,2022-01-24 08:54:55.419078,,4
487,119,9,2022-01-24 08:55:00.419078,,2
488,120,7,2022-02-01 08:54:55.419208,,1
489,120,13,2022-02-01 08:54:59.419208,,4
490,120,14,2022-02-01 08:54:59.419208,,4
491,121,11,2022-04-28 08:54:58.419334,,1
492,121,5,2022-04-28 08:55:00.419334,,1
493,121,7,2022-04-28 08:55:02.419334,,2
494,121,13,2022-04-28 08:54:57.419334,,4
495,122,4,2022-05-06 08:55:01.419465,,2
496,122,11,2022-05-06 08:54:57.419465,,2
497,122,3,2022-05-06 08:55:00.419465,,4
498,122,5,2022-05-06 08:54:55.419465,,2
499,123,11,2022-03-12 08:54:55.419644,,3
500,123,4,2022-03-12 08:54:53.419644,,3
501,123,15,2022-03-12 08:54:57.419644,,1
502,124,14,2022-05-24 08:54:55.419843,,3
503,124,4,2022-05-24 08:54:57.419843,,2
504,124,1,2022-05-24 08:55:00.419843,,4
505,124,3,2022-05-24 08:55:00.419843,,2
506,124,11,2022-05-24 08:54:57.419843,,4
507,125,11,2022-04-29 08:54:58.420095,,3
508,125,13,2022-04-29 08:55:00.420095,,3
509,125,11,2022-04-29 08:55:00.420095,,1
510,125,10,2022-04-29 08:55:00.420095,,4
511,126,1,2022-01-25 08:54:53.420240,,2
512,126,16,2022-01-25 08:55:02.420240,,1
513,126,10,2022-01-25 08:54:56.420240,,2
514,126,10,2022-01-25 08:54:55.420240,,4
515,126,16,2022-01-25 08:54:54.420240,,3
516,127,15,2022-01-14 08:55:01.420402,,3
517,127,15,2022-01-14 08:55:00.420402,,3
518,127,7,2022-01-14 08:54:54.420402,,1
519,127,3,2022-01-14 08:54:56.420402,,1
520,128,1,2022-03-17 08:54:55.420529,,2
521,128,5,2022-03-17 08:54:54.420529,,2
522,128,10,2022-03-17 08:54:57.420529,,2
523,129,12,2022-03-28 08:54:54.420648,,2
524,129,6,2022-03-28 08:55:01.420648,,1
525,129,11,2022-03-28 08:55:00.420648,,1
526,129,12,2022-03-28 08:55:01.420648,,1
527,129,10,2022-03-28 08:54:54.420648,,1
528,130,1,2022-02-06 08:54:58.420800,,3
529,130,7,2022-02-06 08:55:02.420800,,2
530,130,8,2022-02-06 08:55:01.420800,,3
531,131,16,2022-03-28 08:55:00.420994,,1
532,131,4,2022-03-28 08:55:02.420994,,3
533,131,2,2022-03-28 08:55:00.420994,,4
534,132,8,2022-05-08 08:54:54.421104,,3
535,132,7,2022-05-08 08:55:02.421104,,1
536,132,6,2022-05-08 08:54:54.421104,,3
537,132,12,2022-05-08 08:55:00.421104,,3
538,132,9,2022-05-08 08:54:56.421104,,1
539,133,13,2022-02-25 08:55:00.421261,,1
540,133,8,2022-02-25 08:54:53.421261,,2
541,133,8,2022-02-25 08:55:00.421261,,4
542,134,10,2022-04-10 08:55:00.421375,,1
543,134,16,2022-04-10 08:54:54.421375,,1
544,134,1,2022-04-10 08:54:59.421375,,2
545,135,11,2022-04-11 08:54:55.421487,,3
546,135,14,2022-04-11 08:55:02.421487,,1
547,135,14,2022-04-11 08:54:55.421487,,1
548,135,7,2022-04-11 08:54:54.421487,,3
549,136,6,2022-01-27 08:55:01.421614,,4
550,136,1,2022-01-27 08:54:57.421614,,1
551,136,6,2022-01-27 08:54:57.421614,,4
552,136,8,2022-01-27 08:55:02.421614,,4
553,137,16,2022-05-02 08:54:57.421763,,3
554,137,1,2022-05-02 08:54:59.421763,,1
555,137,14,2022-05-02 08:55:00.421763,,4
556,138,12,2022-03-27 08:55:00.421876,,3
557,138,15,2022-03-27 08:55:01.421876,,1
